2.30E+02,1.00E+00,0.00E+00,2560,0,2560,0,2560,0
2.69E+02,1.00E+00,0.00E+00,0,0,0,0,63500,30000
2.91E+02,1.00E+00,0.00E+00,0,0,107736,52000,0,0
50,1,0,11604,5000,0,0,0,0
53,1,0,0,0,13456,5000,36348,16000
298,1,0,10320,4000,0,0,0,0
19,1,0,0,0,19620,9000,0,0
161,1,0,0,0,30456,14000,0,0
192,1,0,39232,19000,0,0,0,0
158,1,0,7320,3000,0,0,0,0
244,1,0,19808,9000,0,0,0,0
225,1,0,10212,3000,10212,3000,3840,1000
164,1,0,11616,3000,11616,3000,4408,1000
278,1,0,12424,2000,3048,0,3048,0
58,1,0,0,0,404,0,1072,0
66,1,0,556,0,1468,0,0,0
183,1,0,26228,12000,0,0,0,0
199,1,0,0,0,0,0,16760,8000
6,1,0,26048,18000,26048,18000,9888,7000
147,1,0,23020,5000,8736,2000,23020,5000
11,1,0,0,0,0,0,10240,4000
236,1,0,21440,10000,0,0,0,0
292,1,0,0,0,7232,3000,0,0
163,1,0,80516,39000,0,0,0,0
174,1,0,33692,16000,0,0,0,0
133,1,0,6412,1000,22208,6000,22208,6000
152,1,0,1464,0,0,0,0,0
253,1,0,10128,5000,26680,13000,26680,13000
218,1,0,0,0,44332,21000,0,0
231,1,0,0,0,0,0,47604,23000
61,1,0,0,0,3384,2000,8948,6000
193,1,0,0,0,60444,29000,0,0
207,1,0,6444,4000,6444,4000,2404,1000
277,1,0,32972,15000,0,0,0,0
57,1,0,10560,1000,10560,1000,4008,0
17,1,0,0,0,22604,10000,0,0
29,1,0,0,0,0,0,12540,6000
22,1,0,10916,5000,0,0,1732,0
166,1,0,0,0,0,0,16996,8000
279,1,0,22396,3000,22396,3000,22396,3000
224,1,0,2932,1000,2932,1000,2932,1000
14,1,0,2436,0,2436,0,924,0
123,1,0,0,0,7226.668,5000,7226.668,5000
30,1,0,0,0,12864,6000,0,0
280,1,0,0,0,22808,11000,0,0
71,1,0,0,0,0,0,17616,8000
167,1,0,0,0,19296,9000,0,0
245,1,0,0,0,0,0,26548,12000
246,1,0,51136,24000,0,0,0,0
82,1,0,2000,1000,2000,1000,2000,1000
2,1,0,8008,2000,8008,2000,8008,2000
266,1,0,15176,2000,15176,2000,5720,0
191,1,0,0,0,4188,2000,0,0
281,1,0,11520,3000,11520,3000,11520,3000
222,1,0,27944,4000,27944,4000,27944,4000
299,1,0,0,0,0,0,57232,27000
142,1,0,0,0,0,0,39868,19000
52,1,0,0,0,0,0,34656,16000
295,1,0,37948,18000,0,0,0,0
77,1,0,9404,2000,24780,7000,24780,7000
284,1,0,0,0,876,0,2312,0
28,1,0,0,0,0,0,12292,5000
188,1,0,19256,9000,0,0,0,0
78,1,0,746.668,0,746.668,0,746.668,0
223,1,0,0,0,0,0,42192,20000
39,1,0,17600,8000,0,0,0,0
283,1,0,32996,14000,32996,14000,32996,14000
81,1,0,0,0,0,0,32980,15000
238,1,0,43344,21000,0,0,0,0
153,1,0,9200,4000,9200,4000,9200,4000
160,1,0,900,0,0,0,0,0
184,1,0,0,0,0,0,20420,9000
293,1,0,10452,4000,10452,4000,10452,4000
141,1,0,4320,2000,0,0,0,0
5,1,0,0,0,0,0,10212,4000
262,1,0,4360,0,4360,0,4360,0
237,1,0,0,0,8560,4000,0,0
121,1,0,0,0,43704,21000,0,0
228,1,0,45936,22000,7320,3000,7320,3000
101,1,0,0,0,0,0,63344,30000
255,1,0,0,0,0,0,59820,28000
104,1,0,9944,3000,0,0,3760,1000
210,1,0,27556,13000,0,0,0,0
263,1,0,26292,9000,26292,9000,6440,1000
221,1,0,22576,10000,22576,10000,420,0
33,1,0,1324,0,1324,0,1324,0
242,1,0,1068,0,1068,0,1068,0
235,1,0,17704,1000,17704,1000,17704,1000
240,1,0,0,0,0,0,18944,9000
226,1,0,20084,3000,20084,3000,20084,3000
270,1,0,7056,3000,156,0,0,0
72,1,0,14688,7000,0,0,0,0
258,1,0,0,0,0,0,50752,24000
75,1,0,928,0,0,0,0,0
243,1,0,0,0,0,0,16256,7000
286,1,0,3840,1000,0,0,0,0
256,1,0,9332,2000,9332,2000,9332,2000
48,1,0,16212,3000,16212,3000,16212,3000
135,1,0,22012,10000,0,0,0,0
143,1,0,640,0,1688,1000,1688,1000
190,1,0,0,0,0,0,8088,3000
220,1,0,0,0,0,0,2048,0
124,1,0,0,0,5192,2000,0,0
95,1,0,640,0,1688,1000,1688,1000
211,1,0,0,0,10860,5000,0,0
213,1,0,19744,9000,0,0,0,0
289,1,0,13120,4000,13120,4000,13120,4000
296,1,0,0,0,0,0,26912,13000
185,1,0,4716,1000,4716,1000,1792,0
45,1,0,1920,2000,1920,2000,1920,2000
249,1,0,0,0,2960,0,7960,1000
271,1,0,15572,3000,15572,3000,15572,3000
54,1,0,11652,5000,0,0,0,0
180,1,0,0,0,0,0,57236,27000
251,1,0,36360,17000,0,0,0,0
265,1,0,83860,14000,83860,14000,83860,14000
227,1,0,2432,1000,9216,4000,9216,4000
282,1,0,9064,3000,9064,3000,9064,3000
259,1,0,0,0,3908,1000,0,0
51,1,0,22808,11000,0,0,0,0
294,1,0,16852,7000,16852,7000,16852,7000
268,1,0,0,0,0,0,33892,16000
115,1,0,0,0,76,0,0,0
288,1,0,103456,33000,103456,33000,103456,33000
155,1,0,4864,2000,0,0,0,0
287,1,0,62856,30000,0,0,0,0
70,1,0,0,0,33960,16000,0,0
168,1,0,3632,0,3632,0,17744,4000
241,1,0,852,0,0,0,0,0
165,1,0,0,0,10044,4000,0,0
254,1,0,0,0,616,0,0,0
234,1,0,1600,0,1600,0,1600,0
195,1,0,0,0,34356,16000,0,0
47,1,0,0,0,0,0,408,0
10,1,0,0,0,5316,2000,14056,5000
208,1,0,12160,5000,0,0,0,0
202,1,0,0,0,0,0,31764,15000
179,1,0,0,0,7380,0,28308,7000
267,1,0,76364,0,76364,0,76364,0
248,1,0,3732,1000,3732,1000,3732,1000
276,1,0,21384,3000,21384,3000,21384,3000
297,1,0,12888,2000,12888,2000,12888,2000
216,1,0,720,0,720,0,720,0
219,1,0,0,0,0,0,67472,32000
9,1,0,0,0,21872,9000,2452,0
114,1,0,13568,0,5132,0,0,0
84,1,0,6480,3000,0,0,0,0
131,1,0,0,0,0,0,11040,5000
